,Id,Name,Age,Nationality,Club,Value,Wage,Overall,Potential
4616,213871,Kasper Junker,26,Denmark,FK Bodø/Glimt,€2.5M,€5K,71,74
4617,163761,Curtis Davies,35,England,Derby County,€425K,€10K,70,70
4618,163925,Alessandro Diamanti,37,Italy,Western United FC,€1.8M,€3K,75,75
4619,164464,Bradley Wright-Phillips,35,England,Columbus Crew SC,€1.3M,€6K,73,73
4620,164769,Steven Fletcher,33,Scotland,Stoke City,€1M,€17K,70,70
4621,164876,Miguel Pérez Cuesta,30,Spain,Real Oviedo,€2.7M,€10K,73,73
4622,164985,Cyril Théréau,37,France,Fiorentina,€450K,€18K,69,69
4623,166851,Kári Árnason,37,Iceland,,€0,€0,64,64
4624,169590,Darron Gibson,32,Republic of Ireland,Salford City,€400K,€5K,64,64
4625,169593,Kieran Lee,32,England,Bolton Wanderers,€800K,€6K,67,67
4626,172862,Niklas Moisander,34,Finland,SV Werder Bremen,€750K,€18K,72,72
4627,172937,Glenn Murray,36,England,Nottingham Forest,€800K,€28K,72,72
4628,173703,Rhys Williams,31,Australia,Al Qadisiyah,€1.1M,€11K,70,70
4629,176772,Alexandre Oukidja,31,Algeria,FC Metz,€5.5M,€16K,77,77
4630,182178,Gaetano Berardi,31,Switzerland,Leeds United,€1.1M,€41K,70,70
4631,183520,Francisco Mérida Pérez,30,Spain,RCD Espanyol,€4.7M,€9K,75,75
4632,183916,Jérémy Pied,31,France,LOSC Lille,€2.2M,€24K,73,73
4633,184255,Kolbeinn Sigþórsson,30,Iceland,IFK Göteborg,€1.2M,€2K,68,68
4634,184312,Jonathan Biabiany,31,France,Trapani,€1.6M,€2K,70,70
4635,184436,Alex Smithies,30,England,Cardiff City,€1.8M,€15K,72,73
4636,184749,Dan Gosling,30,England,Watford,€2.2M,€14K,72,72
4637,184826,Adrien S. Perruchet Silva,31,Portugal,Sampdoria,€6M,€20K,76,76
4638,186119,Miroslav Stoch,30,Slovakia,Zagłębie Lubin,€2.3M,€7K,72,72
4639,186578,Andy King,31,Wales,Oud-Heverlee Leuven,€1M,€6K,68,68
4640,186682,Ángel Montoro Sánchez,32,Spain,Granada CF,€9.5M,€26K,78,78
4641,186805,Jefferson Montero,30,Ecuador,Querétaro,€1.8M,€8K,71,71
4642,186990,Hugo González,29,Mexico,Monterrey,€3.2M,€27K,74,75
4643,187113,Lars Krogh Gerson,30,Luxembourg,IFK Norrköping,€875K,€2K,67,67
4644,187702,Omar El Kaddouri,29,Morocco,PAOK,€3M,€1K,73,73
4645,187761,Eoin Doyle,32,Republic of Ireland,Bolton Wanderers,€700K,€6K,66,66
4646,188038,Ondřej Čelůstka,31,Czech Republic,Sparta Praha,€2.9M,€850,74,74
4647,188135,Juan Francisco Moreno Fuertes,31,Spain,Alanyaspor,€3.1M,€13K,74,74
4648,188325,Cheick Diabaté,29,Mali,Benevento,€6.5M,€30K,75,75
4649,188554,Daniel Pacheco Lobato,29,Spain,UD Logroñés,€1.6M,€6K,70,70
4650,188917,Jørgen Skjelvik,28,Norway,Odense Boldklub,€650K,€4K,65,65
4651,189156,Daniel Filipe Martins Carriço,31,Portugal,Wuhan Zall,€5M,€12K,76,76
4652,189207,Jimmy Durmaz,31,Sweden,Fatih Karagümrük S.K.,€1.6M,€35K,71,71
4653,189433,Benjamin Hübner,30,Germany,TSG 1899 Hoffenheim,€8.5M,€31K,77,77
4654,190490,Mathis Bolly,29,Ivory Coast,Molde FK,€1M,€3K,67,67
4655,190520,Tony Jantschke,30,Germany,Borussia Mönchengladbach,€4.6M,€30K,75,75
4656,190919,Fredy Montero,32,Colombia,Vancouver Whitecaps FC,€1.9M,€7K,72,72
4657,191910,Shin Wook Kim,32,Korea Republic,Shanghai Greenland Shenhua FC,€6M,€19K,76,76
4658,192009,José Antonio Rodríguez,27,Mexico,Guadalajara,€1.6M,€18K,70,73
4659,192156,Rúben Alexandre Rocha Lima,30,Portugal,Os Belenenses,€2M,€6K,72,72
4660,192476,Andreu Fontàs Prat,30,Spain,Sporting Kansas City,€1.3M,€5K,70,70
4661,192703,Martin Rice,27,England,Torquay United,€30K,€0,56,56
4662,194333,Rafał Gikiewicz,32,Poland,FC Augsburg,€7M,€23K,78,78
4663,194334,Daniel Sánchez Ayala,29,Spain,Blackburn Rovers,€1.6M,€25K,71,71
4664,195124,David Amoo,29,England,Port Vale,€575K,€4K,64,64
4665,196318,Serdar Gürler,28,Turkey,Antalyaspor,€3.1M,€16K,73,73
4666,197439,Felix Wiedwald,30,Germany,FC Emmen,€1.2M,€4K,71,71
4667,197953,Eunan O'Kane,29,Republic of Ireland,Luton Town,€500K,€18K,64,64
4668,198553,Cristian Gamboa,30,Costa Rica,VfL Bochum 1848,€1.6M,€11K,71,71
4669,198843,Aday Benítez Caraballo,32,Spain,Girona FC,€1.9M,€8K,72,72
4670,199103,Alexander Domínguez,33,Ecuador,Vélez Sarsfield,€1M,€11K,73,73
4671,199157,Antonio Manuel Luna Rodriguez,29,Spain,Girona FC,€2.1M,€8K,72,72
4672,199416,Ibai Gómez Pérez,30,Spain,Athletic Club de Bilbao,€13.5M,€28K,78,78
4673,199745,Erik Sviatchenko,28,Denmark,FC Midtjylland,€7M,€26K,76,77
4674,199761,Marcin Kamiński,28,Poland,VfB Stuttgart,€1.2M,€11K,69,69
4675,200113,Florian Jozefzoon,29,Netherlands,Rotherham United,€1M,€10K,67,67
4676,200302,Graeme Shinnie,28,Scotland,Derby County,€2.1M,€20K,72,72
4677,246,Paul Scholes,37,England,Manchester United,€400K,€40K,80,80
4678,1615,Lilian Thuram,35,France,FC Barcelona,€0,€0,83,87
4679,11728,Barry Richardson,47,England,Wycombe Wanderers,€2K,€1K,46,46
4680,16897,Daniel Van Buyten,35,Belgium,FC Bayern München,€650K,€70K,78,78
4681,49370,Thiago Motta,34,Italy,Paris Saint-Germain,€4.5M,€80K,80,80
4682,51287,Damien Duff,36,Republic of Ireland,Shamrock Rovers,€130K,€25K,71,71
4683,105846,Artur Boruc,40,Poland,Legia Warszawa,€250K,€4K,72,72
4684,107298,Yohann Pelé,37,France,Olympique de Marseille,€350K,€14K,73,73
4685,111661,Carlos Kameni,35,Cameroon,,€0,€0,73,73
4686,112253,Jérémy Toulalan,33,France,FC Girondins de Bordeaux,€4.2M,€40K,78,78
4687,113045,Mauricio Pinilla,36,Chile,Coquimbo Unido,€650K,€2K,71,71
4688,113524,Juan Francisco Martínez Modesto,40,Spain,Elche CF,€0,€9K,70,70
4689,116308,Rod Fanni,38,France,Montreal Impact,€275K,€3K,70,70
4690,122849,Arouna Koné,36,Ivory Coast,Sivasspor,€650K,€10K,71,71
4691,136553,Dong Gook Lee,41,Korea Republic,Jeonbuk Hyundai Motors,€0,€5K,69,69
4692,137186,Andrea Barzagli,37,Italy,Juventus,€1.7M,€90K,83,83
4693,137361,Giampaolo Pazzini,35,Italy,Hellas Verona,€600K,€10K,69,69
4694,139094,Helton da Silva Arruda,37,Brazil,FC Porto,€2.6M,€60K,78,78
4695,140293,Antonio Mirante,36,Italy,Roma,€1.9M,€27K,79,79
4696,153048,Magnus Wolff Eikrem,29,Norway,Molde FK,€5.5M,€9K,75,75
4697,155976,Charlie Adam,33,Scotland,Reading,€450K,€8K,67,67
4698,156358,Moisés Muñoz,37,Mexico,Puebla FC,€160K,€4K,71,71
4699,158138,Aaron Hunt,33,Germany,Hamburger SV,€1.2M,€10K,71,71
4700,158626,Mathieu Debuchy,34,France,AS Saint-Étienne,€3.9M,€30K,77,77
4701,158804,Leon Osman,34,England,Everton,€2M,€25K,75,75
4702,162223,Alexander Baumjohann,33,Germany,Sydney FC,€875K,€5K,69,69
4703,163261,Phil Bardsley,35,Scotland,Burnley,€925K,€26K,73,73
4704,163631,Leighton Baines,34,England,Everton,€2.3M,€58K,75,75
4705,163711,Lassana Diarra,33,France,Paris Saint-Germain,€4.2M,€60K,78,78
4706,254659,Mehdi Zerkane,20,Algeria,FC Girondins de Bordeaux,€2.2M,€8K,67,77
4707,255303,Elia Caprile,18,Italy,Leeds United,€550K,€1K,60,76
4708,255307,Braian Martínez,20,Argentina,Independiente,€1.6M,€4K,65,75
4709,255406,Javier Castro Urdín,19,Spain,AD Alcorcón,€1.1M,€1K,63,75
4710,255445,Ole Martin Kolskogen,19,Norway,SK Brann,€1.6M,€750,65,78
4711,255523,Yvann Maçon,21,France,AS Saint-Étienne,€2.6M,€8K,68,76
4712,256459,Jesper Daland,20,Norway,IK Start,€1.3M,€700,64,76
4713,256900,Abdallahi Mahmoud,20,Mauritania,Deportivo Alavés,€950K,€3K,62,75
4714,256953,Xavier Dziekoński,16,Poland,Jagiellonia Białystok,€400K,€500,56,77
4715,257051,Oscar Schönfelder,19,Germany,SV Werder Bremen,€1M,€3K,62,78
4716,257315,Gustavo Maia Da Silva,19,Brazil,FC Barcelona,€3.1M,€28K,68,84
4717,257873,Warren Burrell,30,England,Harrogate Town,€210K,€2K,60,60
4718,258042,Yannick Brugger,19,Germany,Eintracht Frankfurt,€450K,€2K,58,70
4719,258121,Akinkunmi Amoo,18,Nigeria,Hammarby IF,€575K,€500,59,77
4720,258396,Cenk Özkacar,19,Turkey,Olympique Lyonnais,€875K,€5K,62,75
4721,258457,Kévin Boma,17,France,Angers SCO,€525K,€500,59,78
4722,258468,Rémy Vita,19,France,Bayern München II,€825K,€800,61,77
4723,258580,Muhammed Kerem Aktürkoğlu,21,Turkey,Galatasaray SK,€2.3M,€14K,67,78
4724,258817,Juan Manuel Gutiérrez,18,Uruguay,UD Almería,€1.1M,€750,63,76
4725,258905,Timo Zaal,16,Netherlands,SC Heerenveen,€575K,€500,60,78
4726,259625,Dominik Yankov,19,Bulgaria,,€0,€0,53,67
4727,259674,Check Oumar Diakité,17,France,Paris FC,€1.3M,€500,64,78
4728,260648,Jetmir Haliti,23,Sweden,AIK,€475K,€1K,59,68
4729,244513,Ibrahim Sadiq,20,Ghana,FC Nordsjælland,€1.1M,€2K,63,73
4730,244543,Yanis Ammour,21,France,Montpellier HSC,€800K,€4K,61,75
4731,244717,Antonino Gallo,20,Italy,Lecce,€825K,€600,62,70
4732,244863,Yassine Benrahou,21,Morocco,Nîmes Olympique,€4.2M,€11K,71,79
4733,244867,Jökull Andrésson,18,Iceland,Exeter City,€450K,€500,59,74
4734,244870,Josh Key,20,England,Exeter City,€475K,€1K,59,70
4735,244871,Joel Randall,20,England,Exeter City,€600K,€2K,60,72
4736,245264,Mikkel Kaufmann,19,Denmark,FC København,€1.6M,€4K,65,74
4737,245294,Jorge Ezequiel Serendero,32,Uruguay,,€0,€0,80,80
4738,245520,Luca Sangalli Fuentes,25,Spain,Real Sociedad,€3.1M,€18K,72,75
4739,245538,Kyogo Furuhashi,25,Japan,Vissel Kobe,€2.8M,€8K,72,73
4740,245849,Mathias Ross,19,Denmark,Aalborg BK,€1.3M,€2K,64,77
4741,246013,Horacio Calcaterra,31,Peru,,€0,€0,68,68
4742,246157,Ewoud Pletinckx,19,Belgium,SV Zulte-Waregem,€2.1M,€2K,67,78
4743,246401,Fabrice Hartmann,19,Germany,RB Leipzig,€650K,€5K,60,78
4744,246454,Dominic Revan,19,England,Aston Villa,€550K,€4K,59,76
4745,246723,Brendan Sarpong-Wiredu,20,England,Colchester United,€375K,€2K,57,71
4746,247020,Wilfried Bedfian,18,Cameroon,La Berrichonne de Châteauroux,€450K,€500,58,75
4747,247060,Yahia Nader,21,United Arab Emirates,Al Ain FC,€2.2M,€500,67,78
4748,247131,Alfonso Espino,28,Uruguay,Cádiz CF,€3.8M,€24K,74,74
4749,247635,Hvicha Kvaracheliya,17,Georgia,Lokomotiv Moscow,€550K,€500,63,74
4750,247731,Matthew Smith,19,England,Charlton Athletic,€1.1M,€7K,63,77
4751,247876,Robbe Quirynen,18,Belgium,Royal Excel Mouscron,€1.3M,€1K,64,78
4752,248018,Andrei Vlad,21,Romania,FCSB (Steaua),€2M,€3K,67,78
4753,248329,Oliver Petersen,18,Norway,Molde FK,€450K,€500,58,77
4754,248674,Louis Munteanu,18,Romania,Fiorentina,€1M,€4K,62,80
4755,248729,Gustav Isaksen,19,Denmark,FC Midtjylland,€625K,€3K,60,76
4756,248870,Braian Ojeda,20,Paraguay,Olimpia Asunción,€2.9M,€500,68,80
4757,248878,Luca Kilian,20,Germany,1. FSV Mainz 05,€2.9M,€8K,69,78
4758,250812,Ruel Sotiriou,19,Cyprus,Leyton Orient,€525K,€2K,59,72
4759,250818,Anderson Oliveira Silva,22,Brazil,Famalicão,€2.7M,€5K,68,77
4760,250931,Patrick Osterhage,20,Germany,Borussia Dortmund,€400K,€6K,57,71
4761,251025,Gaizka Larrazabal,22,Spain,Real Zaragoza,€2.3M,€3K,67,75
4762,251105,Dejan Joveljić,20,Serbia,Wolfsberger AC,€3.1M,€10K,69,78
4763,251427,Jayden Richardson,19,England,Forest Green Rovers,€550K,€4K,59,76
4764,251431,Maurice Malone,19,Germany,SV Wehen Wiesbaden,€1.7M,€5K,65,78
4765,251532,Meschack Elia,22,DR Congo,BSC Young Boys,€2.3M,€7K,67,75
4766,251894,Manuel Luís Da Silva Cafumana,21,Angola,Boavista FC,€1.4M,€6K,64,78
4767,252018,Kamil Piątkowski,20,Poland,Raków Częstochowa,€1.9M,€5K,66,78
4768,252045,Fodé Konaté,19,Mali,Famalicão,€1.3M,€1K,64,77
4769,252239,Lucas González,20,Argentina,Independiente,€3M,€7K,69,79
4770,252330,Rumarn Burrell,19,England,Bradford City,€275K,€2K,54,71
4771,252438,Kelvin Ofori,18,Ghana,Fortuna Düsseldorf,€1.4M,€2K,64,77
4772,252567,Sotiris Alexandropoulos,18,Greece,Panathinaikos FC,€1.6M,€500,65,79
4773,252571,Lewis Smith,20,Scotland,Hamilton Academical FC,€950K,€1K,62,76
4774,252575,Prosper Mendy,24,France,Strømsgodset IF,€1.1M,€1K,65,71
4775,252873,Andrés Andrade,21,Panama,LASK Linz,€2.6M,€8K,69,76
4776,252905,Lino Kasten,19,Germany,VfL Wolfsburg,€900K,€2K,62,79
4777,252909,Antonio Sánchez Navarro,23,Spain,RCD Mallorca,€3.1M,€4K,69,78
4778,252929,Borja Sainz Eguskiza,19,Spain,Deportivo Alavés,€1.7M,€3K,65,78
4779,252959,Josh McPake,18,Scotland,Harrogate Town,€550K,€3K,58,78
4780,253008,Kevin Álvarez,21,Mexico,Pachuca,€2.2M,€4K,67,76
4781,253136,Giannis Michailidis,20,Greece,PAOK,€1.5M,€500,65,76
4782,253292,Thiago Vecino,21,Uruguay,Nacional de Montevideo,€2.3M,€500,67,78
4783,253306,Manuel Ugarte,19,Uruguay,Famalicão,€775K,€1K,61,76
4784,253373,Bobby Carroll,18,England,Everton,€350K,€4K,56,72
4785,254003,Aritz Arambarri Murua,22,Spain,Real Sociedad,€475K,€3K,59,68
4786,254263,Vicente Esquerdo Santas,21,Spain,Valencia CF,€1.9M,€7K,66,75
4787,254273,Alexis Beka Beka,19,France,Stade Malherbe Caen,€800K,€750,61,78
4788,254541,Musa Juwara,18,Gambia,Bologna,€625K,€2K,60,78
4789,237699,Zak Dearnley,21,England,Oldham Athletic,€750K,€2K,61,72
4790,237712,Valentin Castellanos,21,Argentina,New York City FC,€2.3M,€2K,67,76
4791,238040,Mats Knoester,21,Netherlands,Heracles Almelo,€2.1M,€2K,67,76
4792,238097,Sang Ho Na,23,Korea Republic,FC Seoul,€1.9M,€4K,68,74
4793,238391,Gédéon Kalulu,22,DR Congo,AC Ajaccio,€2.6M,€2K,68,76
4794,238559,Sebastian Mai,26,Germany,SG Dynamo Dresden,€1.4M,€4K,68,71
4795,238942,Nemanja Mitrović,27,Slovenia,,€0,€0,67,68
4796,238945,Miha Blažič,27,Slovenia,,€0,€0,67,70
4797,239212,Carlos Daniel López Huesca,30,Spain,Panathinaikos FC,€2.3M,€750,72,72
4798,239322,Christoph Zimmermann,27,Germany,Norwich City,€2.5M,€9K,72,74
4799,239558,Godfried Roemeratoe,20,Netherlands,FC Twente,€2.5M,€3K,68,79
4800,239795,Caleb Ekuban,26,Ghana,Trabzonspor,€3.6M,€26K,73,74
4801,239964,Eldor Shomurodov,25,Uzbekistan,Genoa,€1.8M,€7K,68,73
4802,240033,David Hovorka,26,Czech Republic,SK Slavia Praha,€4.6M,€850,74,76
4803,240123,Luca Plogmann,20,Germany,SV Werder Bremen,€1.2M,€3K,64,78
4804,240175,Bruno André Cavaco Jordão,21,Portugal,Famalicão,€900K,€9K,62,73
4805,240319,Timothy Tillman,21,Germany,SpVgg Greuther Fürth,€1.3M,€2K,64,75
4806,240345,Idris Kanu,20,England,Peterborough United,€600K,€2K,60,72
4807,240730,Kévin Zohi,23,Mali,RC Strasbourg Alsace,€3M,€16K,71,77
4808,240734,Matt O'Riley,19,England,Milton Keynes Dons,€475K,€1K,58,72
4809,240837,Mert Hakan Yandaş,25,Turkey,Fenerbahçe SK,€3.1M,€38K,72,75
4810,240859,Juan Berrocal González,20,Spain,CD Mirandés,€1.6M,€4K,65,79
4811,240892,Mustafa Kapı,17,Turkey,LOSC Lille,€500K,€650,58,76
4812,240946,Francis Jno-Baptiste,20,England,Östersunds FK,€725K,€800,61,71
4813,240982,Júnior Moreno,26,Venezuela,DC United,€1.9M,€5K,70,73
4814,241038,Keanan Bennetts,21,England,Ipswich Town,€900K,€5K,62,73
4815,241071,Moreto Moro Cassamá,22,Guinea Bissau,Stade de Reims,€3.4M,€11K,70,78
4816,241263,Jordan Stevens,20,England,Bradford City,€800K,€10K,61,76
4817,241386,Jamie Soule,19,England,West Bromwich Albion,€525K,€7K,58,75
4818,241411,Tom Holmes,20,England,Reading,€1.5M,€3K,65,75
4819,241428,Harvey Knibbs,21,England,Cambridge United,€900K,€2K,62,72
4820,241523,Marcus Forss,21,Finland,Brentford,€2.3M,€12K,67,76
4821,241614,Jaakko Oksanen,19,Finland,AFC Wimbledon,€1.1M,€4K,63,78
4822,241775,Jawad El Yamiq,28,Morocco,Real Valladolid CF,€3.1M,€16K,73,75
4823,241810,Juan Brandáriz Movilla,21,Spain,UD Almería,€1.4M,€2K,64,79
4824,241850,Mateo Retegui,21,Argentina,Club Atlético Talleres,€2.7M,€6K,68,78
4825,241982,Elliot Watt,20,Scotland,Bradford City,€600K,€2K,60,72
4826,242405,Abou Ouattara,20,Burkina Faso,Amiens SC,€1.4M,€6K,64,79
4827,242562,Jasper van der Werff,21,Switzerland,FC Basel 1893,€1.4M,€4K,64,76
4828,242802,Miguel San Román Ferrándiz,22,Spain,Atlético Madrid,€1.7M,€8K,66,75
4829,243047,Alejandro Marqués,18,Venezuela,Juventus,€525K,€6K,61,81
4830,243180,Yuta Goke,21,Japan,Vissel Kobe,€1.6M,€2K,65,74
4831,243222,Bartosz Slisz,21,Poland,Legia Warszawa,€1.8M,€3K,66,77
4832,243233,Dominik Wanner,21,Germany,Borussia Dortmund,€550K,€6K,60,68
4833,243270,Heriberto Borges Tavares,23,Portugal,Famalicão,€3.2M,€10K,70,77
4834,243430,David Alba Fernández,21,Spain,Getafe CF,€1.4M,€4K,64,77
4835,243513,Gabriele Corbo,20,Italy,Bologna,€550K,€3K,60,74
4836,243527,Fabrizio Caligara,20,Italy,Cagliari,€1.2M,€5K,63,77
4837,243544,Adalberto Carrasquilla,21,Panama,FC Cartagena,€2.3M,€2K,67,76
4838,243573,Anthony Racioppi,21,Switzerland,Dijon FCO,€3.1M,€4K,70,80
4839,243778,Marco Hiller,23,Germany,TSV 1860 München,€2.3M,€800,68,76
4840,243792,Iñigo Vicente Elorduy,22,Spain,Athletic Club de Bilbao,€3.6M,€12K,70,78
4841,244114,Batista Mendy,20,France,FC Nantes,€750K,€3K,61,75
4842,244181,Leon Klassen,20,Russia,TSV 1860 München,€575K,€500,60,74
4843,244196,Dominic Thompson,19,England,Swindon Town,€1.1M,€4K,63,76
4844,244277,Kelland Watts,20,England,Plymouth Argyle,€1.1M,€5K,63,75
4845,244364,Gabriel Resende Brazão,19,Brazil,Real Oviedo,€1.8M,€7K,66,78
4846,244372,Jakub Bednarczyk,21,Poland,Zagłębie Lubin,€550K,€2K,60,71
4847,244509,Dennis Jastrzembski,20,Poland,SV Waldhof Mannheim,€1.9M,€10K,66,74
4848,226167,Jannik Dehm,24,Germany,Holstein Kiel,€1.9M,€8K,69,73
4849,226414,Marcus Coco,24,France,FC Nantes,€6.5M,€19K,74,79
4850,226436,Hidde ter Avest,23,Netherlands,FC Utrecht,€3M,€7K,70,77
4851,226523,Franz Brorsson,24,Sweden,Malmö FF,€1.4M,€2K,67,72
4852,226584,Pablo Aránguiz,22,Chile,Universidad de Chile,€4.8M,€9K,72,81
4853,226591,Harold Preciado,26,Colombia,Shenzhen FC,€2.5M,€11K,71,74
4854,226861,Sada Thioub,25,Senegal,Angers SCO,€5.5M,€20K,74,77
4855,227602,Favio Álvarez,27,Argentina,U.N.A.M.,€3.2M,€12K,73,73
4856,227806,Daniel Barlaser,23,England,Rotherham United,€2.4M,€20K,70,75
4857,229037,Borja Valle Balonga,27,Spain,Real Oviedo,€1.7M,€7K,70,70
4858,229260,Kevin Bua,26,Switzerland,CD Leganés,€2M,€9K,71,71
4859,229605,Callum Connolly,22,England,Fleetwood Town,€1M,€13K,65,70
4860,229659,Bryan Heynen,23,Belgium,KRC Genk,€4.6M,€12K,73,78
4861,229705,Jean-Kévin Duverne,22,France,Stade Brestois 29,€3.4M,€11K,72,78
4862,229727,Jean-Pierre Rhyner,24,Peru,FC Emmen,€1.6M,€7K,66,73
4863,229788,Rubén Alcaraz Jiménez,29,Spain,Real Valladolid CF,€10.5M,€23K,77,77
4864,230198,Júlio César Pires Feitosa,20,Brazil,Bahia,€4.9M,€9K,74,76
4865,230528,Rafael Jorgino Cachoira Rebelo,20,Brazil,Fortaleza,€5.5M,€9K,75,75
4866,230768,Luca Clemenza,22,Italy,FC Sion,€1.7M,€8K,66,73
4867,230809,Callum Johnson,23,England,Portsmouth,€1.3M,€3K,66,72
4868,230824,Pedro Miguel Lopes Pereira,22,Portugal,Crotone,€4M,€7K,71,79
4869,230834,Alexis Peña,24,Mexico,Cruz Azul,€750K,€10K,64,68
4870,231012,Carlos de Pena,28,Uruguay,Dynamo Kyiv,€3.1M,€900,73,73
4871,231041,Casimir Ninga,27,Chad,Sivasspor,€3.2M,€19K,73,73
4872,231244,Edson Reséndez,24,Mexico,Monterrey,€875K,€6K,65,70
4873,231614,Fabian Reese,22,Germany,Holstein Kiel,€1.9M,€8K,68,74
4874,231913,Fredrik Aursnes,24,Norway,Molde FK,€2.4M,€5K,71,75
4875,231942,Chan Hee Han,23,Korea Republic,FC Seoul,€1.8M,€4K,68,73
4876,232185,Callum Brittain,22,England,Barnsley,€2.7M,€6K,69,76
4877,232571,Shinnosuke Nakatani,24,Japan,Nagoya Grampus,€1.2M,€2K,66,71
4878,232883,Gaku Shibasaki,28,Japan,CD Leganés,€1.6M,€8K,70,70
4879,233061,Mathias Pereira Lage,23,Portugal,Angers SCO,€6.5M,€18K,74,80
4880,233078,Pablo Sabbag,23,Colombia,Estudiantes de La Plata,€1.9M,€5K,66,75
4881,233472,Noah Joel Sarenren Bazee,23,Nigeria,FC Augsburg,€2.7M,€15K,71,75
4882,233727,Connor McLennan,20,Scotland,Aberdeen,€2.1M,€2K,66,78
4883,233785,Robin Bormuth,24,Germany,Karlsruher SC,€1.6M,€5K,68,72
4884,233820,Sheriff Sinyan,23,Gambia,Molde FK,€1.2M,€2K,64,73
4885,233911,José Joaquín Matos García,25,Spain,Málaga CF,€1.7M,€12K,69,72
4886,233941,Liam Cullen,21,Wales,Swansea City,€1.1M,€5K,63,74
4887,234198,Damil Dankerlui,23,Suriname,FC Groningen,€1.8M,€4K,68,74
4888,234235,Ismail Isa,31,Bulgaria,,€0,€0,64,64
4889,234258,Steve Seddon,22,England,Birmingham City,€2.2M,€5K,67,76
4890,234341,İrfan Can Eğribayat,22,Turkey,Göztepe SK,€2.3M,€6K,68,79
4891,234521,Sammy Skytte,23,Denmark,Stabæk Fotball,€1.4M,€1K,65,72
4892,234726,José Luis Rodríguez,22,Panama,CD Lugo,€1.8M,€5K,65,77
4893,234774,Konstantinos Laifis,27,Cyprus,Standard de Liège,€4.2M,€14K,74,75
4894,234924,Adama Diakhaby,23,France,Amiens SC,€2M,€3K,69,73
4895,234935,João Carlos Fonseca Silva,30,Portugal,Gil Vicente FC,€3.6M,€9K,74,74
4896,235051,Darnell Johnson,21,England,AFC Wimbledon,€825K,€8K,62,73
4897,235290,Kevin Bonifazi,24,Italy,Udinese,€3.3M,€8K,70,78
4898,235355,Deroy Duarte,20,Netherlands,Sparta Rotterdam,€2.4M,€3K,68,75
4899,235714,Misael Domínguez,20,Mexico,Cruz Azul,€2.2M,€14K,67,75
4900,236028,Javier Díaz Sánchez,23,Spain,Sevilla FC,€1.4M,€4K,65,75
4901,236382,Maximiliano Olivera,28,Uruguay,Fiorentina,€1.7M,€28K,71,71
4902,236998,James Léa Siliki,24,France,Stade Rennais FC,€4.3M,€29K,73,77
4903,237203,Cristhian Paredes,22,Paraguay,Portland Timbers,€2.6M,€3K,68,77
4904,237297,Yordan Osorio,26,Venezuela,Parma,€5M,€25K,74,78
4905,237347,Abdel Hakim Abdallah,22,Comoros,Grenoble Foot 38,€1.3M,€1K,64,73
4906,237512,Gastón Togni,22,Argentina,Independiente,€3.2M,€10K,70,77
4907,211428,Markel Etxeberría Mendiola,25,Spain,FC Cartagena,€1.2M,€2K,66,71
4908,211595,George Evans,25,England,Millwall,€1.5M,€6K,68,72
4909,212273,Clinton Njie,25,Cameroon,,€0,€0,74,75
